Loyalty Number,CLV,Churn_Probability,Risk_Tier,Churn_x,Segment_ID,Segment_Name
170585,4118.59,0.0019882065,Low,0,1,Frequent Flyers
188340,4118.59,0.00026186157,Low,0,1,Frequent Flyers
670817,4118.59,0.0012243621,Low,0,1,Frequent Flyers
509513,4121.25,0.00092072546,Low,0,1,Frequent Flyers
779247,4122.57,0.0016648688,Low,0,1,Frequent Flyers
111255,4122.96,0.003760516,Low,0,1,Frequent Flyers
763061,4126.61,0.9997328,High,1,1,Frequent Flyers
428919,4139.9,0.016972449,Low,0,1,Frequent Flyers
139863,4142.56,0.0013378628,Low,0,1,Frequent Flyers
355331,4145.02,0.00124091,Low,0,1,Frequent Flyers
578837,4152.65,0.006093417,Low,0,1,Frequent Flyers
467182,4160.02,0.81905377,High,1,1,Frequent Flyers
601407,4165.17,0.0043913336,Low,0,0,Emerging Loyalists
700871,4165.25,0.0011199275,Low,0,1,Frequent Flyers
705589,4165.99,0.00070184993,Low,0,1,Frequent Flyers
354438,4167.09,0.0942089,Low,0,0,Emerging Loyalists
746060,4167.09,0.0018663717,Low,0,1,Frequent Flyers
469718,4167.42,0.022749934,Low,0,1,Frequent Flyers
164429,4169.36,7.907558e-05,Low,0,1,Frequent Flyers
708373,4169.36,0.00045525882,Low,0,1,Frequent Flyers
225088,4170.34,0.003378134,Low,0,1,Frequent Flyers
100214,4170.57,0.004923097,Low,0,0,Emerging Loyalists
459999,4170.69,0.036085494,Low,0,0,Emerging Loyalists
268128,4177.88,0.055455454,Low,0,1,Frequent Flyers
930584,4185.76,0.016717045,Low,0,1,Frequent Flyers
327796,4191.06,0.02187724,Low,0,0,Emerging Loyalists
947467,4196.43,0.003290387,Low,0,1,Frequent Flyers
743510,4196.65,0.0017121132,Low,0,0,Emerging Loyalists
580324,4198.03,0.010659603,Low,0,0,Emerging Loyalists
845613,4198.03,0.008597756,Low,0,0,Emerging Loyalists
423324,4200.37,0.5199396,Medium,0,0,Emerging Loyalists
101945,4202.66,0.002632311,Low,0,1,Frequent Flyers
713636,4212.8,0.09957245,Low,0,1,Frequent Flyers
302509,4213.92,0.0027078332,Low,0,1,Frequent Flyers
789421,4217.86,0.14731658,Low,0,1,Frequent Flyers
404426,4223.27,0.00084258284,Low,0,0,Emerging Loyalists
260106,4228.25,0.9998565,High,1,2,At-Risk Inactives
438023,4228.73,0.06448765,Low,0,1,Frequent Flyers
397518,4235.18,0.8823003,High,1,0,Emerging Loyalists
872932,4236.3,0.0011545995,Low,0,1,Frequent Flyers
407945,4236.47,0.00033595652,Low,0,1,Frequent Flyers
211714,4236.84,0.0008545271,Low,0,1,Frequent Flyers
410982,4237.37,0.0002731268,Low,0,1,Frequent Flyers
905213,4237.37,0.09363504,Low,0,1,Frequent Flyers
147898,4241.64,0.0016259723,Low,0,1,Frequent Flyers
530105,4242.69,0.99979097,High,1,0,Emerging Loyalists
610946,4244.47,0.0014045099,Low,0,1,Frequent Flyers
383108,4247.68,0.0017942223,Low,0,1,Frequent Flyers
836343,4247.68,0.3366415,Low,0,1,Frequent Flyers
585357,4250.28,0.19203068,Low,0,1,Frequent Flyers
784804,4250.28,0.0025789654,Low,0,0,Emerging Loyalists
715764,4253.28,0.006734478,Low,0,1,Frequent Flyers
753473,4254.62,0.0061902557,Low,0,1,Frequent Flyers
980856,4254.62,0.073937856,Low,0,1,Frequent Flyers
271660,4270.03,0.063735664,Low,0,1,Frequent Flyers
830547,4271.2,0.0032608297,Low,0,0,Emerging Loyalists
264936,4272.81,0.00096972246,Low,0,1,Frequent Flyers
976513,4273.59,0.00071269186,Low,0,1,Frequent Flyers
828776,4274.62,0.03258597,Low,0,1,Frequent Flyers
240362,4276.36,0.13571744,Low,0,1,Frequent Flyers
137845,4277.27,0.0033631343,Low,0,1,Frequent Flyers
430569,4277.56,0.0006525497,Low,0,1,Frequent Flyers
317001,4282.95,0.0013500578,Low,0,0,Emerging Loyalists
625870,4282.95,0.0096872095,Low,0,1,Frequent Flyers
660554,4282.95,0.0006417209,Low,0,0,Emerging Loyalists
917630,4282.95,0.10625038,Low,0,1,Frequent Flyers
670686,4291.06,0.0076710414,Low,0,1,Frequent Flyers
717660,4293.01,0.023728909,Low,0,0,Emerging Loyalists
450621,4296.6,0.0063007334,Low,0,1,Frequent Flyers
939562,4297.02,0.0043119253,Low,0,1,Frequent Flyers
135250,4298.66,0.0056412746,Low,0,1,Frequent Flyers
714555,4299.84,0.00059542496,Low,0,1,Frequent Flyers
947868,4300.9,0.0061313356,Low,0,1,Frequent Flyers
573661,4303.64,0.0013639131,Low,0,0,Emerging Loyalists
228580,4305.79,0.0002878642,Low,0,1,Frequent Flyers
557500,4305.81,0.013174455,Low,0,1,Frequent Flyers
238233,4307.42,0.0043834043,Low,0,1,Frequent Flyers
979309,4312.77,0.024781918,Low,0,1,Frequent Flyers
833569,4314.07,0.08777853,Low,0,0,Emerging Loyalists
120046,4314.17,0.00080717553,Low,0,0,Emerging Loyalists
816881,4314.17,0.015362254,Low,0,1,Frequent Flyers
717700,4315.79,0.0039649038,Low,0,1,Frequent Flyers
245465,4319.15,0.0016202172,Low,0,1,Frequent Flyers
510372,4322.24,0.0022829042,Low,0,0,Emerging Loyalists
709920,4327.1,0.003883641,Low,0,1,Frequent Flyers
143784,4330.39,0.0010544277,Low,0,1,Frequent Flyers
602176,4330.39,0.99969745,High,1,1,Frequent Flyers
870998,4330.39,0.0010828489,Low,0,1,Frequent Flyers
958224,4330.39,0.0060060606,Low,0,1,Frequent Flyers
837628,4330.77,0.021618323,Low,0,1,Frequent Flyers
395460,4330.8,0.0030908142,Low,0,1,Frequent Flyers
136547,4331.46,0.0043288046,Low,0,1,Frequent Flyers
780631,4331.46,0.0013544345,Low,0,0,Emerging Loyalists
166712,4334.06,0.005773865,Low,0,1,Frequent Flyers
217695,4334.06,0.0076627377,Low,0,1,Frequent Flyers
263707,4334.06,0.007690744,Low,0,0,Emerging Loyalists
638368,4334.06,0.011253429,Low,0,1,Frequent Flyers
695529,4334.06,0.00028560887,Low,0,1,Frequent Flyers
871203,4334.06,0.00037470934,Low,0,0,Emerging Loyalists
915571,4334.06,0.011285999,Low,0,0,Emerging Loyalists
642109,4335.35,0.019986348,Low,0,1,Frequent Flyers
833701,4340.86,0.27685016,Low,0,1,Frequent Flyers
275442,4349.31,0.022119008,Low,0,1,Frequent Flyers
374345,4349.31,0.001734028,Low,0,1,Frequent Flyers
384825,4349.31,0.00470414,Low,0,1,Frequent Flyers
559233,4349.31,0.0052445503,Low,0,0,Emerging Loyalists
564650,4349.31,0.0626902,Low,0,1,Frequent Flyers
277649,4358.76,0.00058989634,Low,0,1,Frequent Flyers
732013,4361.37,0.0018901493,Low,0,1,Frequent Flyers
793318,4362.77,0.011748214,Low,0,1,Frequent Flyers
830024,4362.77,0.02125079,Low,0,1,Frequent Flyers
223684,4362.93,0.018361669,Low,0,0,Emerging Loyalists
723262,4362.93,0.0033144618,Low,0,0,Emerging Loyalists
879892,4363.12,0.0054799346,Low,0,0,Emerging Loyalists
966117,4363.12,0.001748841,Low,0,0,Emerging Loyalists
258358,4363.2,0.99985564,High,1,2,At-Risk Inactives
265836,4364.31,0.19762386,Low,0,1,Frequent Flyers
474174,4365.26,0.99903107,High,1,2,At-Risk Inactives
202299,4373.36,0.0005436663,Low,0,1,Frequent Flyers
497467,4373.36,0.002949372,Low,0,1,Frequent Flyers
134279,4376.36,0.0051092627,Low,0,0,Emerging Loyalists
635225,4376.36,0.0021215393,Low,0,1,Frequent Flyers
980198,4376.36,0.039818045,Low,0,1,Frequent Flyers
995693,4376.36,0.0025021776,Low,0,0,Emerging Loyalists
861924,4377.53,0.0065249037,Low,0,1,Frequent Flyers
639383,4381.18,0.0005083675,Low,0,0,Emerging Loyalists
769731,4381.88,0.007252811,Low,0,1,Frequent Flyers
884530,4381.88,0.0065868255,Low,0,0,Emerging Loyalists
207372,4383.15,0.0031738323,Low,0,0,Emerging Loyalists
543553,4386.28,0.0019578042,Low,0,0,Emerging Loyalists
639701,4386.28,0.000361266,Low,0,1,Frequent Flyers
998090,4389.28,0.07969749,Low,0,1,Frequent Flyers
283747,4389.95,0.0049710753,Low,0,1,Frequent Flyers
863122,4395.89,0.0020849034,Low,0,0,Emerging Loyalists
816593,4398.05,0.034682207,Low,0,1,Frequent Flyers
440939,4419.12,0.001726371,Low,0,1,Frequent Flyers
585629,4423.69,0.025605906,Low,0,1,Frequent Flyers
347932,4425.75,0.0046448787,Low,0,1,Frequent Flyers
417886,4425.91,0.0012736449,Low,0,1,Frequent Flyers
514900,4425.91,0.0024938057,Low,0,0,Emerging Loyalists
203550,4426.1,0.0026864966,Low,0,1,Frequent Flyers
181825,4428.03,0.000277806,Low,0,1,Frequent Flyers
261582,4428.03,0.001935158,Low,0,1,Frequent Flyers
679859,4428.03,0.2114959,Low,0,0,Emerging Loyalists
122958,4430.57,0.0027701645,Low,0,1,Frequent Flyers
274698,4434.41,0.9998636,High,1,2,At-Risk Inactives
652291,4439.9,0.00171373,Low,0,1,Frequent Flyers
603775,4443.63,0.015374477,Low,0,1,Frequent Flyers
948404,4447.42,0.45945886,Medium,0,1,Frequent Flyers
605877,4455.84,0.013129919,Low,0,1,Frequent Flyers
994377,4456.02,0.00078170234,Low,0,1,Frequent Flyers
766927,4457.94,0.033137012,Low,0,1,Frequent Flyers
702588,4458.11,0.0012220703,Low,0,1,Frequent Flyers
798248,4458.11,0.0017047313,Low,0,1,Frequent Flyers
641448,4462.45,0.014579968,Low,0,1,Frequent Flyers
406047,4463.0,0.0011715279,Low,0,1,Frequent Flyers
538902,4463.0,0.08305851,Low,0,0,Emerging Loyalists
883242,4463.0,0.014211179,Low,0,0,Emerging Loyalists
909134,4463.0,0.0016302825,Low,0,1,Frequent Flyers
294753,4463.61,0.0019805094,Low,0,1,Frequent Flyers
120613,4466.1,0.004525168,Low,0,0,Emerging Loyalists
520094,4466.98,0.0024567307,Low,0,1,Frequent Flyers
754539,4467.71,0.017290905,Low,0,1,Frequent Flyers
189611,4468.22,0.00019417392,Low,0,1,Frequent Flyers
971599,4468.51,0.3235497,Low,0,1,Frequent Flyers
521384,4472.33,0.0018671135,Low,0,1,Frequent Flyers
128039,4474.48,0.01061013,Low,0,1,Frequent Flyers
565133,4477.45,0.02223925,Low,0,1,Frequent Flyers
947876,4479.02,0.0035170405,Low,0,1,Frequent Flyers
138746,4479.49,0.0008055308,Low,0,1,Frequent Flyers
564707,4479.49,0.013235259,Low,0,1,Frequent Flyers
174996,4488.13,0.002243834,Low,0,1,Frequent Flyers
798854,4491.91,0.015201908,Low,0,0,Emerging Loyalists
800075,4492.23,0.00629779,Low,0,1,Frequent Flyers
410384,4492.52,0.0013598424,Low,0,1,Frequent Flyers
692304,4492.52,0.02706718,Low,0,1,Frequent Flyers
991672,4502.41,0.0022745728,Low,0,1,Frequent Flyers
344180,4502.67,0.010045866,Low,0,0,Emerging Loyalists
703338,4502.87,0.0045804647,Low,0,0,Emerging Loyalists
922388,4505.4,0.0048011667,Low,0,1,Frequent Flyers
655743,4505.85,0.004481706,Low,0,1,Frequent Flyers
787472,4506.66,0.00019875097,Low,0,0,Emerging Loyalists
667687,4512.2,0.0012879273,Low,0,0,Emerging Loyalists
348920,4515.18,0.0010657883,Low,0,1,Frequent Flyers
523394,4515.18,0.004988062,Low,0,1,Frequent Flyers
981581,4517.91,0.014201682,Low,0,1,Frequent Flyers
639510,4518.02,0.000825451,Low,0,1,Frequent Flyers
744675,4521.19,0.0041425065,Low,0,1,Frequent Flyers
289177,4525.28,0.0015865089,Low,0,1,Frequent Flyers
357149,4526.13,0.56025064,Medium,0,1,Frequent Flyers
876207,4526.95,0.0056435834,Low,0,1,Frequent Flyers
224384,4528.74,0.08561621,Low,0,1,Frequent Flyers
650445,4529.06,0.008935953,Low,0,1,Frequent Flyers
399982,4529.98,0.010426689,Low,0,1,Frequent Flyers
228984,4530.53,0.0035918325,Low,0,1,Frequent Flyers
221388,4531.37,0.0038993517,Low,0,1,Frequent Flyers
710053,4531.37,0.00096015487,Low,0,1,Frequent Flyers
836475,4540.38,0.0039098472,Low,0,1,Frequent Flyers
450979,4541.26,0.0020465867,Low,0,1,Frequent Flyers
392235,4542.41,0.003282947,Low,0,1,Frequent Flyers
529218,4547.16,0.0019639155,Low,0,1,Frequent Flyers
549132,4547.89,0.0024704002,Low,0,0,Emerging Loyalists
782523,4547.89,0.0066254213,Low,0,0,Emerging Loyalists
326561,4554.56,0.99983203,High,1,2,At-Risk Inactives
561092,4558.43,0.017999936,Low,0,1,Frequent Flyers
234866,4558.59,0.0012130968,Low,0,1,Frequent Flyers
721984,4558.97,0.046185967,Low,0,1,Frequent Flyers
772397,4561.27,0.012139042,Low,0,1,Frequent Flyers
685792,4563.02,0.9998901,High,1,2,At-Risk Inactives
344199,4563.87,0.0013293049,Low,0,1,Frequent Flyers
909385,4564.51,0.0025766077,Low,0,1,Frequent Flyers
211043,4566.12,0.0047682067,Low,0,1,Frequent Flyers
459801,4568.82,0.0029660026,Low,0,1,Frequent Flyers
958243,4569.88,0.0029940999,Low,0,1,Frequent Flyers
517758,4570.67,0.00016953648,Low,0,1,Frequent Flyers
712062,4570.67,0.00066646026,Low,0,1,Frequent Flyers
845945,4571.51,0.0023936932,Low,0,1,Frequent Flyers
324707,4572.04,0.0026528512,Low,0,1,Frequent Flyers
184635,4574.52,0.0015021918,Low,0,1,Frequent Flyers
947123,4574.92,0.99988794,High,1,0,Emerging Loyalists
432598,4576.76,0.014392194,Low,0,1,Frequent Flyers
524483,4576.76,0.001443916,Low,0,1,Frequent Flyers
413445,4582.16,0.9996909,High,1,0,Emerging Loyalists
257575,4582.67,0.028176045,Low,0,1,Frequent Flyers
352834,4582.69,0.0019958112,Low,0,0,Emerging Loyalists
127590,4582.9,0.0019470878,Low,0,0,Emerging Loyalists
846374,4583.1,0.028613226,Low,0,1,Frequent Flyers
651054,4583.75,0.116514035,Low,0,0,Emerging Loyalists
130368,4591.63,0.025342915,Low,0,1,Frequent Flyers
752331,4592.15,0.0016268371,Low,0,1,Frequent Flyers
986825,4592.15,0.0127028385,Low,0,1,Frequent Flyers
882024,4594.26,0.004193963,Low,0,0,Emerging Loyalists
981343,4594.26,0.0011805721,Low,0,1,Frequent Flyers
101581,4595.46,0.005281637,Low,0,1,Frequent Flyers
329358,4599.76,0.0037359954,Low,0,0,Emerging Loyalists
497494,4601.91,0.06189222,Low,0,1,Frequent Flyers
821379,4601.91,0.9996401,High,1,0,Emerging Loyalists
361816,4605.04,0.0015171438,Low,0,1,Frequent Flyers
734192,4605.04,0.09894671,Low,0,1,Frequent Flyers
774724,4605.04,0.0025808502,Low,0,1,Frequent Flyers
906396,4606.27,0.07318514,Low,0,1,Frequent Flyers
722976,4617.39,0.0018752383,Low,0,1,Frequent Flyers
747304,4617.84,0.00036814628,Low,0,0,Emerging Loyalists
613804,4620.39,0.024916835,Low,0,1,Frequent Flyers
995877,4623.54,0.0022989332,Low,0,0,Emerging Loyalists
237105,4624.56,0.02529349,Low,0,0,Emerging Loyalists
395026,4624.62,0.00073971355,Low,0,1,Frequent Flyers
702493,4624.62,0.9998011,High,1,2,At-Risk Inactives
894466,4625.55,0.0019248431,Low,0,1,Frequent Flyers
610393,4626.8,0.008009777,Low,0,0,Emerging Loyalists
800726,4626.8,0.0028593605,Low,0,1,Frequent Flyers
111171,4628.28,0.002823362,Low,0,1,Frequent Flyers
779434,4633.1,0.0005250451,Low,0,1,Frequent Flyers
203184,4633.55,0.0011269904,Low,0,1,Frequent Flyers
225077,4636.55,0.0011929821,Low,0,1,Frequent Flyers
365816,4636.55,0.009871338,Low,0,1,Frequent Flyers
781463,4636.55,0.0005663991,Low,0,1,Frequent Flyers
644786,4637.03,0.0020316744,Low,0,1,Frequent Flyers
441440,4637.16,0.021486284,Low,0,1,Frequent Flyers
756791,4639.04,0.02284135,Low,0,1,Frequent Flyers
401858,4644.7,0.9998741,High,1,2,At-Risk Inactives
819569,4644.9,0.004661263,Low,0,1,Frequent Flyers
428826,4645.57,0.0037295104,Low,0,0,Emerging Loyalists
518533,4646.39,0.003130187,Low,0,0,Emerging Loyalists
568547,4648.54,0.0037747694,Low,0,1,Frequent Flyers
830931,4652.6,0.08187504,Low,0,1,Frequent Flyers
229204,4652.89,0.0009985651,Low,0,0,Emerging Loyalists
437269,4654.84,0.99991405,High,1,2,At-Risk Inactives
723390,4655.21,0.999895,High,1,2,At-Risk Inactives
956005,4655.61,0.0064510116,Low,0,1,Frequent Flyers
683361,4656.67,0.0017154857,Low,0,0,Emerging Loyalists
370486,4657.16,0.00039945598,Low,0,1,Frequent Flyers
279919,4660.4,0.0011567897,Low,0,1,Frequent Flyers
635249,4665.13,0.0064220997,Low,0,1,Frequent Flyers
849415,4665.13,0.20194075,Low,0,1,Frequent Flyers
334003,4668.04,0.00173047,Low,0,1,Frequent Flyers
256323,4669.23,0.0009775041,Low,0,1,Frequent Flyers
553567,4669.23,0.9998747,High,1,2,At-Risk Inactives
612555,4669.23,0.5680612,Medium,0,1,Frequent Flyers
353128,4670.06,0.0059130783,Low,0,1,Frequent Flyers
367961,4670.95,0.017721012,Low,0,1,Frequent Flyers
431899,4671.42,0.024719017,Low,0,1,Frequent Flyers
835491,4673.2,0.0047230134,Low,0,1,Frequent Flyers
791355,4678.42,0.0018971955,Low,0,1,Frequent Flyers
331258,4681.53,0.0007922915,Low,0,1,Frequent Flyers
713329,4685.5,0.0042053238,Low,0,1,Frequent Flyers
422805,4686.47,0.0031517702,Low,0,1,Frequent Flyers
660376,4686.47,0.00365652,Low,0,1,Frequent Flyers
841677,4686.47,0.0045022764,Low,0,0,Emerging Loyalists
412854,4692.1,0.0012056029,Low,0,1,Frequent Flyers
333621,4692.17,0.0319806,Low,0,1,Frequent Flyers
270570,4692.66,0.16723295,Low,0,1,Frequent Flyers
305171,4697.15,0.08041854,Low,0,1,Frequent Flyers
715668,4698.35,0.9998165,High,1,2,At-Risk Inactives
496325,4700.01,0.0015312751,Low,0,1,Frequent Flyers
873180,4700.01,0.99431413,High,1,0,Emerging Loyalists
630320,4700.58,0.004201685,Low,0,1,Frequent Flyers
304944,4703.72,0.0023325803,Low,0,1,Frequent Flyers
615662,4703.72,0.38837385,Low,0,1,Frequent Flyers
887192,4704.18,0.001479227,Low,0,0,Emerging Loyalists
540497,4705.59,0.044827543,Low,0,0,Emerging Loyalists
673061,4706.68,0.9998994,High,1,2,At-Risk Inactives
336341,4709.52,0.0041604834,Low,0,1,Frequent Flyers
465530,4711.08,0.0020425217,Low,0,0,Emerging Loyalists
600598,4711.85,0.00234828,Low,0,1,Frequent Flyers
724720,4713.4,0.015029142,Low,0,1,Frequent Flyers
627489,4715.29,0.003036829,Low,0,1,Frequent Flyers
264064,4715.47,0.99988484,High,1,2,At-Risk Inactives
740762,4719.45,0.00043034722,Low,0,1,Frequent Flyers
527622,4719.76,0.00085539964,Low,0,1,Frequent Flyers
984636,4719.76,0.0012836746,Low,0,1,Frequent Flyers
110691,4722.24,0.004070656,Low,0,1,Frequent Flyers
737791,4722.24,0.02669821,Low,0,1,Frequent Flyers
219413,4723.82,0.0055520567,Low,0,1,Frequent Flyers
260685,4726.87,0.008003736,Low,0,1,Frequent Flyers
501363,4726.87,0.0031415978,Low,0,1,Frequent Flyers
982202,4726.87,0.0035394276,Low,0,0,Emerging Loyalists
218529,4727.35,0.0009417735,Low,0,0,Emerging Loyalists
881157,4731.37,0.00040170408,Low,0,1,Frequent Flyers
426185,4731.75,0.00049996615,Low,0,0,Emerging Loyalists
546758,4731.84,0.07390675,Low,0,1,Frequent Flyers
270723,4732.22,0.0008026215,Low,0,1,Frequent Flyers
504715,4734.26,0.013870762,Low,0,1,Frequent Flyers
380183,4735.18,0.004445251,Low,0,1,Frequent Flyers
654817,4737.84,0.0054683513,Low,0,1,Frequent Flyers
541078,4739.35,0.014536782,Low,0,0,Emerging Loyalists
555112,4740.2,0.99981815,High,1,2,At-Risk Inactives
726732,4740.2,0.99957854,High,1,2,At-Risk Inactives
948327,4742.11,0.17259008,Low,0,0,Emerging Loyalists
